lat,lon,geom,binary,country,map,glad,digital-earth-africa,ensemble
2.601476147,37.47524329,POINT(37.47524328643511 2.601476147045928),0,Kenya,0,0,,
1.822187638,39.48863733,POINT(39.48863733273219 1.822187638072243),0,Kenya,0,0,,
-0.926118142,39.43940966,POINT(39.43940965516244 -0.926118142163021),0,Kenya,0,0,,
1.551525243,35.18121555,POINT(35.18121554537908 1.551525242967031),0,Kenya,0,0,,
-3.317882586,38.99124016,POINT(38.991240159915215 -3.317882586131247),0,Kenya,0,0,,
4.288602082,36.79126603,POINT(36.7912660291065 4.288602082150802),0,Kenya,0,0,,
-2.584767483,39.71052121,POINT(39.710521207909714 -2.584767482761305),0,Kenya,0,0,,
1.174232824,36.41325496,POINT(36.41325495754901 1.174232823636832),0,Kenya,0,0,,
-1.104523558,34.60144286,POINT(34.601442861008344 -1.104523557589158),1,Kenya,0,0,,
1.868181381,40.02969263,POINT(40.02969262835738 1.868181380619163),0,Kenya,0,0,,
0.312568803,38.96366188,POINT(38.96366188069274 0.312568803109388),0,Kenya,0,0,,
1.388840345,35.21400405,POINT(35.21400405324945 1.388840345012986),0,Kenya,0,0,,
0.878148106,36.37516639,POINT(36.37516638950234 0.878148105991038),0,Kenya,0,0,,
1.640907614,37.82064551,POINT(37.820645513179066 1.640907613736924),0,Kenya,0,0,,
-0.972740705,38.18365472,POINT(38.18365471949176 -0.972740705408824),0,Kenya,0,0,,
1.680702981,37.76450081,POINT(37.76450080792159 1.680702980823419),0,Kenya,0,0,,
-1.391445459,35.93076982,POINT(35.93076981844841 -1.391445459336933),0,Kenya,0,0,,
3.800816883,40.49205551,POINT(40.492055505093695 3.800816882873901),0,Kenya,0,0,,
-1.404381199,36.71571771,POINT(36.71571771371205 -1.404381199428254),0,Kenya,0,0,,
0.427463328,39.8352972,POINT(39.83529720087392 0.427463327948274),0,Kenya,0,0,,
2.663819228,35.50505821,POINT(35.505058205304174 2.663819227763823),0,Kenya,0,0,,
0.192104724,40.492325,POINT(40.492324999678935 0.19210472350896),0,Kenya,0,0,,
1.877883186,40.68743908,POINT(40.68743907938969 1.877883185687654),0,Kenya,0,0,,
0.980106891,39.56211952,POINT(39.56211952297317 0.980106890738604),0,Kenya,0,0,,
1.247715014,36.49248637,POINT(36.49248636560835 1.247715013877809),0,Kenya,0,0,,
1.402764232,39.17871856,POINT(39.17871855971096 1.402764231916839),0,Kenya,0,0,,
2.259487518,35.19639707,POINT(35.19639707368071 2.259487518381626),0,Kenya,0,0,,
0.273402257,39.24761934,POINT(39.24761934200292 0.273402256721776),0,Kenya,0,0,,
2.266853704,35.75541867,POINT(35.755418674988285 2.266853703711406),0,Kenya,0,0,,
1.26981357,39.66910887,POINT(39.66910887331181 1.26981356986715),0,Kenya,0,0,,
0.636770789,39.10487704,POINT(39.10487704335633 0.636770789148123),0,Kenya,0,0,,
2.535719468,36.13477722,POINT(36.13477721947196 2.53571946824838),0,Kenya,0,0,,
4.056207918,34.70564743,POINT(34.70564743396621 4.056207918149082),0,Kenya,0,0,,
-1.244930236,36.99060219,POINT(36.99060219065262 -1.244930236497039),0,Kenya,0,0,,
2.366746363,39.31148956,POINT(39.31148955870382 2.366746363305497),0,Kenya,0,0,,
-3.424692273,38.99627073,POINT(38.99627072550628 -3.424692273413058),0,Kenya,0,0,,
1.859018565,39.5170241,POINT(39.51702409571037 1.859018564721144),0,Kenya,0,0,,
2.26191297,37.53902367,POINT(37.539023671607595 2.261912969648749),0,Kenya,0,0,,
-2.652859781,37.26961892,POINT(37.26961891790015 -2.652859781297565),0,Kenya,0,0,,
1.352278913,38.66263643,POINT(38.66263642898429 1.352278912949322),0,Kenya,0,0,,
3.169480901,34.99050321,POINT(34.99050321056051 3.169480901194702),0,Kenya,0,0,,
3.014701178,40.10622909,POINT(40.10622909056436 3.014701177740908),0,Kenya,0,0,,
-1.896208817,37.03578745,POINT(37.03578744944384 -1.896208817483692),0,Kenya,0,0,,
-3.319499554,40.02627903,POINT(40.02627903027773 -3.319499553642662),0,Kenya,0,0,,
-1.315986975,39.80583246,POINT(39.80583245955479 -1.315986975470893),0,Kenya,0,0,,
3.880227954,41.04092614,POINT(41.040926143690726 3.880227953990067),0,Kenya,0,0,,
0.551879995,38.06381946,POINT(38.06381946059022 0.551879994798828),0,Kenya,0,0,,
-1.386953883,38.79756338,POINT(38.79756338465904 -1.386953882916335),0,Kenya,0,0,,
0.913362065,39.16946591,POINT(39.16946591228452 0.913362065128524),0,Kenya,0,0,,
3.879060144,34.81631988,POINT(34.816319876969736 3.879060144120712),0,Kenya,0,0,,
0.962859237,39.88632151,POINT(39.8863215090119 0.962859237283509),0,Kenya,0,0,,
3.553510685,41.13848318,POINT(41.13848318354611 3.553510685155797),0,Kenya,0,0,,
0.713936072,37.29019034,POINT(37.29019033790649 0.71393607205399),0,Kenya,0,0,,
0.31472476,38.96545851,POINT(38.965458511260984 0.314724759791274),0,Kenya,0,0,,
-1.176029454,35.1206691,POINT(35.12066909522943 -1.176029454205072),0,Kenya,0,0,,
-2.68160587,37.62822638,POINT(37.628226379320665 -2.68160587038939),0,Kenya,0,0,,
-1.996999792,37.88370725,POINT(37.88370724612425 -1.996999792361902),0,Kenya,0,0,,
2.443821815,36.71877199,POINT(36.71877198567806 2.443821814682952),0,Kenya,0,0,,
3.24934113,38.01010021,POINT(38.01010020659987 3.249341129952927),0,Kenya,0,0,,
-1.413723678,38.12867782,POINT(38.12867782410365 -1.413723678383097),0,Kenya,0,0,,
-1.619168384,39.31741844,POINT(39.31741843957901 -1.619168383861231),0,Kenya,0,0,,
-3.691042755,39.33772037,POINT(39.33772036500011 -3.691042755154496),0,Kenya,0,0,,
3.154389204,39.09912783,POINT(39.09912782553797 3.154389204421494),0,Kenya,0,0,,
0.544064652,40.06382861,POINT(40.06382860915392 0.544064651826988),0,Kenya,0,0,,
-2.231100755,40.65465057,POINT(40.65465057151933 -2.23110075540345),0,Kenya,0,0,,
1.746100334,36.65256615,POINT(36.65256614923845 1.74610033350732),0,Kenya,0,0,,
-1.888034148,36.08761567,POINT(36.08761566705568 -1.888034148398204),0,Kenya,0,0,,
-2.012540647,35.92951218,POINT(35.92951217705065 -2.01254064677717),0,Kenya,0,0,,
1.881027289,39.42180268,POINT(39.421802675593696 1.881027289182072),0,Kenya,0,0,,
-3.092585113,37.9556623,POINT(37.95566230038223 -3.092585112874071),0,Kenya,0,0,,
2.118092693,39.28705538,POINT(39.28705538297577 2.118092692661214),0,Kenya,0,0,,
-2.952897086,37.89466669,POINT(37.89466669259051 -2.952897086193485),0,Kenya,0,0,,
2.121865617,37.98054563,POINT(37.980545633752335 2.121865616854516),0,Kenya,0,0,,
0.974716999,40.01226531,POINT(40.01226531184546 0.974716999033887),0,Kenya,0,0,,
0.470223135,40.86027494,POINT(40.86027494005429 0.470223135472364),0,Kenya,0,0,,
1.149169827,37.28084786,POINT(37.280847858951645 1.149169827209898),0,Kenya,0,0,,
-2.989817844,39.39691934,POINT(39.39691934222359 -2.989817844370797),0,Kenya,0,0,,
0.03966062,40.38883908,POINT(40.388839078948365 0.039660619793877),0,Kenya,0,0,,
2.583509841,36.67951561,POINT(36.679515607762035 2.583509841363538),0,Kenya,0,0,,
2.009486375,36.03605237,POINT(36.036052369747225 2.009486374811164),0,Kenya,0,0,,
-3.724549915,39.1850966,POINT(39.185096598228206 -3.724549915252154),1,Kenya,0,0,,
-0.354160801,40.96421002,POINT(40.96421001842692 -0.354160800764121),0,Kenya,0,0,,
1.791914413,35.54620105,POINT(35.54620104531685 1.791914412997415),0,Kenya,0,0,,
3.431429638,39.08825821,POINT(39.088258210600124 3.431429638043954),0,Kenya,0,0,,
